author_sort,authors,comments,cover,timestamp,formats,isbn,id,identifiers,languages,library_name,pubdate,publisher,rating,series,series_index,size,tags,title,title_sort,#已读,uuid
"[美] 卡勒德·胡赛尼","[美] 卡勒德·胡赛尼","","/Users/zxy/Calibre Library/[Mei ] Qia Le De _Hu Sai Ni/Zhui Feng Zheng De Ren (419)/cover.jpg","2021-12-27T23:43:25+08:00","epub","","419","","zho","Calibre Library","2010-11-17T00:00:00+08:00","","","","1.0","219380","ibook.178.com","追风筝的人","追风筝的人","","427e9b81-26dc-47ba-b7ca-60a9c2489d2f"
"史景迁","史景迁","史景迁的巨作《追寻现代中国》因为温洽溢优美的翻译而显得更加像一部“无韵之离骚”。从晚清开始，一直写到20世纪90年代末期，中国为追寻现代化和民主的历程跃然于纸上。这部书恐怕是写这一百多年历史中文笔最优美和最有洞见的著作。","/Users/zxy/Calibre Library/Shi Jing Qian/Zhui Xun Xian Dai Zhong Guo (420)/cover.jpg","2021-12-27T23:43:25+08:00","epub","","420","","zho","Calibre Library","2011-02-09T00:00:00+08:00","epub掌上书苑","","","1.0","890997","现代·当代","追寻现代中国","追寻现代中国","","1c3d0ee6-3b1c-4f53-aec0-69e0618be30c"
"金庸","金庸","","/Users/zxy/Calibre Library/Jin Yong/Jin Yong Quan Ji (421)/cover.jpg","2021-12-27T23:43:25+08:00","epub","","421","","zho","Calibre Library","2011-01-07T00:00:00+08:00","epub掌上书苑","","","1.0","13527376","武侠小说","金庸全集","金庸全集","","f519c839-b210-4493-854b-7575799bedf1"
"林达","林达","美国的面积和中国差不多。和大多数留学生及新移民一样，当我们一脚踏上这块广袤的陌生土地时，最初落脚点的选择是十分偶然的。我们落在了一个普通的地方，居住的环境平常而宁静。周围的美国人老老少少都在辛勤劳作，过着普通得不能再普通的生活。要想谋出一番好的光景，对他们也不是一件轻而易举的事情。　　还来不及作任何思索，新移民所面临的生活压力就立即把我们投入了同样的辛勤劳作之中。这样，我们和周围的普通美国人之间，自然就有了共同谋生而产生的共同语言，也有了共同的经历，共同的喜怒哀乐。不少美国人还成了我们的好朋友。我们无形中发现，美国已经渐渐地从一堆抽象的概念中走出来，变成了脚下实实在在的土地，变成了一片片森林牧场，变成了一个一个美国人。　　我们也有过被称之为“边缘人”的苦闷。我们显然不可能在进入这一块国土的同时，就在一瞬间也进入它的文化，而原来的文化背景又由于天长地远而渐显陌生。在实际生活中，两种截然不同的文化，会经常骤然直率地在我们面前相遇碰撞，一开始真有无所适从亦无可躲避的窘迫。然而，时间长了，我们开始对“边缘人”的处境逐渐坦然，甚至悟出了些什么。冷静下来，我们发现自己第一次能够这样坐在一个安静的地方，同时和两个文化保持一个不远也不近的距离，它们不仅开始有可能化为一片风景，而且第一次向我们呈现出前所未有的意义......","/Users/zxy/Calibre Library/Lin Da/Jin Ju Li Kan Mei Guo Xi Lie Quan Ji (422)/cover.jpg","2021-12-27T23:43:25+08:00","epub","","422","","zho","Calibre Library","2011-03-29T00:00:00+08:00","epub掌上书苑","","","1.0","1274965","","近距离看美国系列全集","近距离看美国系列全集","","c41884af-a7f6-44c8-9ccc-59a7a9f61fab"
"布朗, 丹","丹 布朗","","/Users/zxy/Calibre Library/Dan  Bu Lang/Da Fen Qi Mi Ma (423)/cover.jpg","2021-12-27T23:43:25+08:00","epub","","423","","zho","Calibre Library","2010-11-27T00:00:00+08:00","","","","1.0","727229","ibook.178.com","达芬奇密码","达芬奇密码","","1cfeace5-7f1d-431d-a84f-633bc5124370"
"张小砚","张小砚","","/Users/zxy/Calibre Library/Zhang Xiao Yan/Zou Ba ,Zhang Xiao Yan (424)/cover.jpg","2021-12-27T23:43:25+08:00","epub","","424","","zho","Calibre Library","2011-01-19T00:00:00+08:00","epub掌上书苑","","","1.0","193977","生活·励志","走吧，张小砚","走吧，张小砚","","b072b446-ed8d-4b8a-a7f0-97b683bdf4f9"
"黄易","黄易","","/Users/zxy/Calibre Library/Huang Yi/Bian Huang Chuan Shuo (425)/cover.jpg","2021-12-27T23:43:25+08:00","epub","","425","","zho","Calibre Library","2011-01-31T00:00:00+08:00","epub掌上书苑","","","1.0","5938664","武侠小说","边荒传说","边荒传说","","941989e3-b09a-4a16-9da1-414b4e23a105"
"宋鸿兵","宋鸿兵","","/Users/zxy/Calibre Library/Song Hong Bing/Huo Bi Zhan Zheng 3_Jin Rong Gao Bian Jiang (426)/cover.jpg","2021-12-27T23:43:25+08:00","epub","","426","","zho","Calibre Library","2011-01-18T00:00:00+08:00","epub掌上书苑","","","1.0","139349","经济管理","货币战争3：金融高边疆","货币战争3：金融高边疆","","adf19e2b-6912-4827-b267-db6cd37ef4f0"
"宋鸿兵","宋鸿兵","","/Users/zxy/Calibre Library/Song Hong Bing/__Huo Bi Zhan Zheng 2_Jin Quan Tian Xia __ (427)/cover.jpg","2021-12-27T23:43:25+08:00","epub","","427","","zho","Calibre Library","2011-03-30T00:00:00+08:00","epub掌上书苑","","","1.0","106963","","《货币战争2：金权天下》","《货币战争2：金权天下》","","fb5caf52-b102-45da-b580-c70e1e29db1d"
"宋鸿兵","宋鸿兵","","/Users/zxy/Calibre Library/Song Hong Bing/Huo Bi Zhan Zheng (428)/cover.jpg","2021-12-27T23:43:25+08:00","epub","","428","","zho","Calibre Library","2011-03-27T00:00:00+08:00","epub掌上书苑","","","1.0","274496","","货币战争","货币战争","","cac2374c-5464-4dad-b82f-c8e710cf79f4"
"天下霸唱","天下霸唱","","/Users/zxy/Calibre Library/Tian Xia Ba Chang/Mi Zong Zhi Guo (429)/cover.jpg","2021-12-27T23:43:26+08:00","epub","","429","","zho","Calibre Library","2011-03-20T00:00:00+08:00","epub掌上书苑","","","1.0","2297149","侦探·悬疑","谜踪之国","谜踪之国","","f1f1a851-0546-4440-adbf-126a312c2be0"
"萧鼎","萧鼎","","/Users/zxy/Calibre Library/Xiao Ding/Zhu Xian (430)/cover.jpg","2021-12-27T23:43:26+08:00","epub","","430","","zho","Calibre Library","2011-01-05T00:00:00+08:00","epub掌上书苑","","","1.0","3362623","武侠仙侠","诛仙","诛仙","","ce11bc70-01b1-4ca9-b354-1fe10e950dfe"
"孔子","孔子","《论语》是孔子及其弟子言论的汇编，由孔子门生及再传弟子集录整理；是儒家的重要经典，是研究孔子及儒家思想尤其是原始儒家思想的主要资料。南宋时朱熹将《论语》、《孟子》、《大学》、《中庸》合为“四书”，使之在儒家经典中的地位日益提高。今本《论语》共计20篇，1.2万字。","/Users/zxy/Calibre Library/Kong Zi/Lun Yu (431)/cover.jpg","2021-12-27T23:43:26+08:00","epub","","431","","zho","Calibre Library","2010-12-11T00:00:00+08:00","epub掌上书苑","","","1.0","316755","古典·历史","论语","论语","","cba35497-fa62-4dfb-b92a-3a87f67ccecf"
"曾志尧","曾志尧","作者简介：曾志尧，亚洲财富管理专家，台湾最红的理财畅销书作家。在中国各地，超过1000万会员 本书简介：一本专门写给中国年轻人的理财工具书，内容包含从初学入门必须知道的理财观念到理财进阶的实务操作。如果你希望从现在开始好好地学习投资理财，但不知道应该先看哪一本理财书籍，建议你把这本书从头到尾仔细阅读一遍，相信你一定会有非常丰富的收获。 本书内容包含从初学入门必须知道的理财观念到理财进阶的实务操作，亚洲财富管理专家在书中跟大家谈谈他的理财经验，当然也包括作者在投资理财的过程中那些惨痛的大赔教训与投资获利的心得与窍门。","/Users/zxy/Calibre Library/Ceng Zhi Yao/35Sui Qian Yao Shang De 33Tang Li Cai Ke (432)/cover.jpg","2021-12-27T23:43:26+08:00","epub","","432","","","Calibre Library","2009-11-27T00:00:00+08:00","epub掌上书苑","","","1.0","172068","都市·言情","35岁前要上的33堂理财课","35岁前要上的33堂理财课","","f1906793-241c-4fd0-986b-0e1ca1af1257"
"（英）罗素","（英）罗素","","/Users/zxy/Calibre Library/(Ying )Luo Su/Xi Fang Zhe Xue Shi (433)/cover.jpg","2021-12-27T23:43:26+08:00","epub","","433","","zho","Calibre Library","2011-04-05T00:00:00+08:00","epub掌上书苑","","","1.0","963439","","西方哲学史","西方哲学史","","98c81ed8-5132-4e97-b0c9-db799d02de9c"
"树下野狐","树下野狐","","/Users/zxy/Calibre Library/Shu Xia Ye Hu/Man Huang Ji (434)/cover.jpg","2021-12-27T23:43:26+08:00","epub","","434","","zho","Calibre Library","2011-01-08T00:00:00+08:00","epub掌上书苑","","","1.0","2220363","武侠仙侠","蛮荒记","蛮荒记","","8e57f2a3-c618-4484-a78b-d4889ce82594"
"黄易","黄易","","/Users/zxy/Calibre Library/Huang Yi/Fu Yu Fan Yun (435)/cover.jpg","2021-12-27T23:43:26+08:00","epub","","435","","zho","Calibre Library","2011-01-06T00:00:00+08:00","epub掌上书苑","","","1.0","3153511","武侠小说","覆雨翻云","覆雨翻云","","195df60d-616f-4d65-acb4-4204d7f8de4e"
"蔡康永","蔡康永","本书是蔡康永的第一本实用书，在“说话”多年之后，首次尝试教人“说话”。本书开端康永哥便许下宏愿：这本书会令“本来已经很讨人喜欢的你，在未来变得更讨人喜欢”。全书包括40篇精彩短文，蔡康永教你如何讨好领导升职加薪；朋友聚会如何炒热气氛；得罪老婆如何求饶……每篇都是让谈话变美的醍醐味，并配以熊宝绘制的令人喷饭的搞笑插画，如同蔡康永的主持风格一样犀利俏皮，饶有情趣。比较多的力量、比较靠近幸福。通过说话，懂得把别人放在心上，这就是我相信的，蔡康永的“说话之道”。","/Users/zxy/Calibre Library/Cai Kang Yong/Cai Kang Yong De Shuo Hua Zhi Dao (436)/cover.jpg","2021-12-27T23:43:26+08:00","epub","","436","","zho","Calibre Library","2011-01-05T00:00:00+08:00","epub掌上书苑","","","1.0","160928","现代·当代","蔡康永的说话之道","蔡康永的说话之道","","86d19fa8-49bb-44b4-8a9d-a7aa38eab280"
"何马","何马","","/Users/zxy/Calibre Library/He Ma/Cang Di Mi Ma (437)/cover.jpg","2021-12-27T23:43:26+08:00","epub","","437","","zho","Calibre Library","2011-05-04T00:00:00+08:00","epub掌上书苑","","","1.0","4411748","","藏地密码","藏地密码","","89bb4751-aa01-4dcf-9377-7e4069904f31"
"Unknown","Unknown","","","2021-12-27T23:43:26+08:00","epub","","438","","","Calibre Library","0101-01-01T08:00:00+08:00","","","","1.0","62546","","营销管理","营销管理","","fd007d67-5485-4070-8464-82c5f094cbe4"
"莫泊桑","莫泊桑","莫泊桑最擅长的题材是他亲身参加过的普法战争、长达十年的小职员生涯和青少年时代在诺曼底故乡的生活，这三种环境为他的短篇小说提供了极为丰富的题材。这些作品歌颂了人民的爱国主义热情，表现了农村的习俗和世态，真实地反映了小职员的单调刻板的生活。它们在艺术上各有特色、并不雷同，犹如宝石上的各个校面，共同折射出灿烂的光芒。  本书收录二十八篇莫泊桑的精彩短篇小说： 01 一个女长年的故事 02 蛮子大妈 03 戴家楼 04 蜚蜚小姐 05 比埃洛 06 一个诺曼第人 07 真的故事 08 两个朋友 09 骑马 10 羊脂球 11 月色 12 旅途上 13 米龙老爹 14 珠宝 15 我的茹尔叔 16 一场决斗 17 床边协定 18 懊　恼 19 保护人 20 勋章到手了 21 一场政变 22 雨伞 23 散步 24 首饰 25 壁橱 26 俘虏 27 海港 28 在树林里","/Users/zxy/Calibre Library/Mo Bo Sang/Mo Bo Sang Duan Pian Xiao Shuo Jing Xuan Ji (439)/cover.jpg","2021-12-27T23:43:26+08:00","epub","","439","","zho","Calibre Library","2010-12-03T00:00:00+08:00","epub掌上书苑","","","1.0","382856","外国小说","莫泊桑短篇小说精选集","莫泊桑短篇小说精选集","","87346da7-5e4f-4c70-83b1-af39a17a8652"
"孙睿","孙睿","真实记录下校园这一特定场所于今天的全貌，人与社会的主客观因素无时无刻不潜移默化于此，引发出一幕幕妙趣横生，却发人深省的故事。细腻的描写，调侃的语言，无奈下的诙谐与轻松，看似玩世不恭的深沉，使人们在捧腹大笑过后心头掠过一丝忧伤，感悟到世纪之交的大学生的心灵深处。   这里讲述的不仅是关于成长的故事，也是反映成长的状态，每个人都可以从中找到自 己的身影，在亦真亦幻的故事中回忆起自己年轻时的模样，或预见到自己的未来，它们在娓娓道来的同时，展示出成长的喜悦与哀愁…","/Users/zxy/Calibre Library/Sun Rui/Cao Yang Nian Hua (440)/cover.jpg","2021-12-27T23:43:26+08:00","epub","","440","","zho","Calibre Library","2010-12-06T00:00:00+08:00","epub掌上书苑","","","1.0","833047","青春校园","草样年华","草样年华","","30c7737c-d8f5-4891-a5f3-46e361d92af2"
"莎士比亚","莎士比亚","**莎士比亚全集** **
**
**朱生豪译
**
人民文学出版社6卷本
","/Users/zxy/Calibre Library/Sha Shi Bi Ya/Sha Shi Bi Ya Quan Ji (441)/cover.jpg","2021-12-27T23:43:26+08:00","epub","","441","","zho","Calibre Library","2011-01-15T16:00:00+08:00","","","","1.0","4113076","外国文学","莎士比亚全集","莎士比亚全集","","01f5fd52-df5a-4918-8486-9510a9f227b2"
"曹文轩","曹文轩","","/Users/zxy/Calibre Library/Cao Wen Xuan/Cao Fang Zi (442)/cover.jpg","2021-12-27T23:43:27+08:00","epub","","442","","zho","Calibre Library","2011-01-19T00:00:00+08:00","","","","1.0","272445","ibook.178.com","草房子","草房子","","57a3f966-f68a-4ffd-a122-0b94ae3ec727"
"王旭烽","王旭烽","","/Users/zxy/Calibre Library/Wang Xu Feng/Cha Ren San Bu Qu (443)/cover.jpg","2021-12-27T23:43:27+08:00","epub","","443","","zho","Calibre Library","2011-04-11T00:00:00+08:00","epub掌上书苑","","","1.0","1759289","","茶人三部曲","茶人三部曲","","c18cef2a-7ce9-461a-86cb-52e50695e6ff"
"大力金刚掌","大力金刚掌","","/Users/zxy/Calibre Library/Da Li Jin Gang Zhang/Mao Shan Hou Yi (444)/cover.jpg","2021-12-27T23:43:27+08:00","epub","","444","","zho","Calibre Library","2011-01-15T00:00:00+08:00","epub掌上书苑","","","1.0","2482371","侦探·悬疑","茅山后裔","茅山后裔","","41419273-33a9-459d-85f7-36b8402bc1cb"
"孙晓","孙晓","亡命天涯的捕快、落魄潦倒的书生，豪迈不羁的将军与心机深沉的贵公子，四个人在黑暗时代中，交错复杂的感人故事。命运相连，爱情故事动人，武打与剧情再再超出预料，被公认具有《清明上河图》风貌的武侠小说…… 金庸封笔古龙逝，江湖唯有《英雄志》！ 【涅槃精制】","/Users/zxy/Calibre Library/Sun Xiao/Ying Xiong Zhi (445)/cover.jpg","2021-12-27T23:43:27+08:00","epub","","445","","zho","Calibre Library","2011-01-14T00:00:00+08:00","epub掌上书苑","","","1.0","4798374","武侠仙侠","英雄志","英雄志","","93eb4a1f-20ad-4dce-b5bf-5f44eafcf2eb"
"乐嘉","乐嘉","本书运用独特的FPA性格色彩密码工具，用颜色把人的性格分为“红、黄、蓝、绿”，比如，梁朝伟、窦唯、杨丽萍被划分到了蓝色系列，葛优被分入了绿色系列，而郑钧则被划分为红色系列。作者乐嘉以色彩来划分性格，将人性的复杂通过色彩解释得深入浅出，并借此来折射人内心的动机，试图掀起一场有趣的“色彩革命”。 　　这是一本探索研究性格规律的书。作者用“红、蓝、黄、绿”四色代替人的性格类型，借助一幅幅美妙的图画来解析多变的人生；通过对“性格色彩密码”的解读，帮助读者学会以“有‘色’眼睛”洞察人性，增强对人生的洞察力，并修炼个性，从而掌握自己的命运。 　　这是本奇书，你能真正理解了自己在爱情互动中的心愿、行为及其根源，并开始了解自己的性格局限是如何无意间破坏着你的亲密关系；你也将可以更客观地看待他，开始懂得原来你所认为“不可谅解”的行为，对他来说动机是那样的自然简单，只是因为他与你的“不同”；而你心中 那些小“？”也将一一被拉直变成充满情感的！ 　　这是本实用的工具书，读者很快就可以辩清恋爱双方的“爱情色彩”。简单说来，红色是热情洋溢的爱人，当红色喜欢上一个人，定是轰轰烈烈、激情四射，浪漫却容易变异思迁； 蓝色是细腻敏感的爱人，内心情感丰富，表面疏离冷淡，一旦爱上却体贴入微；黄色是果断坚强的爱人，极富责任心，细微处情感有些疏忽，对家人却考虑长远；绿色是温和宽厚的爱人，最有耐心和爱心的倾听者和支持者，情愿压抑自己也不愿伤害爱人。 　　本书中，我们共同进入到每个人内心撮底层进行探索。 　　你将学会如何发现自己的天然力量，并不加压抑地充分展现出来，同时还可学会了解自己的性格局限，并知道它们是如何严重破坏你的人际关系且成为你个人发展的拦路虎；你将通过对每种性格内心的剖析，看到别人如何思考和行事，真正理解你与他人的差别，原来那些你认为“不可思议”和“不可理喻”的人们，是那样的简单透明；你将能够检查自己理解他人的方法是否正确，以便拥有任何你希望与工作伙伴、家庭成员和朋友之间的健康的人际关系。最重要的是，你将知道自己是谁！ 　　本书中不同字体所表的含义并不相同。楷体部分代表历史人物的真实事件或媒体、书籍对于人物的评价，仿宋体部分代表现实生活中的真实事件，宋代部分代表作者的观、分析和阐述，方框内黑体部分代表归纳总结的要点。","/Users/zxy/Calibre Library/Le Jia/Se Yan Shi Ren (446)/cover.jpg","2021-12-27T23:43:27+08:00","epub","","446","","","Calibre Library","2010-10-17T00:00:00+08:00","epub掌上书苑","","","1.0","318029","科普书籍","色眼识人","色眼识人","","50ab5ada-4796-42a0-ae45-86726a00075b"
